사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec-19,수인선,1880,소래포구,0,0,2300,457,5786,1953,15368,3498,13270,7184,7779,6480,6383,5064,7009,9199,8183,11644,9159,11353,11328,9790,13367,9902,12988,10173,11168,11641,9029,13513,5929,10808,4940,7150,5228,6665,4741,6019,2418,4419,204,1172,0,0,0,0,0,0
Dec-19,수인선,1881,인천논현,0,0,2016,683,5968,4030,15162,8353,15816,17540,10117,11092,9020,7357,9002,8742,10785,9843,10718,11521,10268,10685,11474,12145,12338,13573,14875,17420,15798,20329,10333,15072,8437,9667,8580,8498,7140,7587,4072,4363,441,1118,0,0,0,0,0,0
Dec-19,수인선,1882,호구포,1,1,1491,858,3237,5057,6982,16707,9062,18145,5133,4737,4508,3159,4615,3635,5324,4139,5674,4100,5315,4195,5376,4739,6248,5722,13651,7815,16298,8817,6332,6613,6326,4290,4641,4106,2935,3474,1554,2482,248,633,0,0,0,0,0,0
Dec-19,수인선,1883,남동인더스파크,0,0,384,656,781,3623,1029,15949,1977,19658,1337,3238,1388,1563,1634,1625,2044,1590,2034,1876,2224,1405,3092,1228,4049,1293,11387,1841,12850,1886,4441,2091,3746,1320,2154,971,653,619,310,424,28,106,0,0,0,0,0,0
Dec-19,수인선,1884,원인재,29,11,3035,601,6483,2337,14666,4548,17180,7467,10153,4850,7531,4654,7922,5065,7872,6198,8078,7239,7337,7313,7322,8371,8194,10399,8661,12926,9152,16687,5143,11845,4287,9490,4185,9252,3491,8561,2038,5519,295,1954,0,0,0,0,0,0
Dec-19,수인선,1885,연수,3,0,2339,887,5475,2241,14576,4484,14603,12592,8282,8433,7027,7573,7385,7748,8876,7790,9674,9278,9117,8158,9257,8904,10264,11233,11097,14692,13617,20209,7791,12557,6979,9087,7245,7087,6444,5913,3910,4528,545,1166,0,0,0,0,0,0
Dec-19,수인선,1886,송도,0,0,1636,282,3527,1160,10104,2055,11161,4117,5747,2651,4674,2904,4962,3043,5946,3575,6278,3837,4808,4383,4698,5493,5076,6816,5650,7818,5079,10060,2921,6274,1811,4112,1650,4227,1128,3982,519,3291,55,712,0,0,0,0,0,0
Dec-19,수인선,1888,인하대,4,0,2394,552,7868,3165,20085,5064,18820,14158,9474,8778,7941,8173,9845,6824,9356,9062,9537,9478,9664,8443,10950,9229,13322,11300,14091,14732,12946,20727,7088,11763,5923,8314,6083,8305,5089,8351,3692,4544,155,1653,0,0,0,0,0,0
Dec-19,수인선,1889,숭의,4,0,2545,894,5110,2835,11560,7919,11301,12694,6255,5497,5963,4563,6270,4159,6828,5127,6456,5689,6086,5310,6987,5550,7816,6788,10401,8234,11109,10667,4836,6791,3068,5015,2599,4882,1918,4287,975,2531,13,915,0,0,0,0,0,0
Dec-19,수인선,1890,신포,0,0,1011,123,1353,1289,2917,3618,2951,10452,1920,3622,1915,3310,2478,3424,3485,3854,3899,3825,3886,3623,4786,3740,5350,4064,6041,4684,7521,5402,3222,2911,2861,1966,2673,1561,1916,1321,983,711,7,321,0,0,0,0,0,0
Dec-19,수인선,1891,인천,106,3,421,101,772,1137,2010,2854,2176,5223,1508,2367,1893,3297,1964,4215,2218,4685,2635,4771,2499,4318,2816,4698,3650,4275,3868,4083,2688,4773,1616,2949,1188,2229,1054,1966,469,1948,144,1155,4,473,0,0,0,0,0,0
Dec-19,경강선,1501,판교,3,0,556,19,1578,4845,5009,10897,3837,26914,2415,22499,2255,9877,2749,8398,3479,6289,4441,6315,5774,5609,7717,5066,8819,5563,12798,7391,22926,6241,17444,4652,15213,1922,11333,1873,6603,1285,2250,841,10,344,1,1,0,0,0,0
Dec-19,경강선,1502,이매,6,0,577,36,1376,783,3987,1878,4093,3749,2057,2124,1819,1389,1755,1034,2038,1221,1680,1528,1849,1400,2583,1727,2126,1897,2683,2435,2450,2967,1513,2441,1400,1368,1395,1269,1244,1036,469,496,24,115,0,0,0,0,0,0
Dec-19,경강선,1503,삼동,0,0,984,105,3859,884,10753,1932,13446,2424,8000,1085,4527,959,3297,1284,3365,1445,3113,1680,2502,2332,2446,2816,2740,4349,3640,5371,3186,7652,1446,8301,1017,5356,763,4881,480,4445,160,2551,4,34,0,0,0,0,0,0
Dec-19,경강선,1504,경기광주,0,0,2043,241,11013,2204,33039,4758,39424,8939,21896,4598,15448,4124,12893,4993,12465,5799,11164,7176,9508,8216,9303,10626,10569,14098,11680,18592,9907,30125,5281,28443,3521,19115,2982,16590,1906,11163,794,9260,1,64,0,0,0,0,0,0
Dec-19,경강선,1505,초월,3,1,1115,83,4048,1051,11621,3543,13550,5348,8050,1801,5564,1778,4808,1773,4594,2113,4172,2642,3657,2998,3696,3738,4528,5094,5681,6055,5453,10077,2475,8551,1593,7949,1292,5233,677,5740,270,4594,0,1,0,0,0,0,0,0
Dec-19,경강선,1506,곤지암,0,0,657,117,1938,1019,6132,4772,6145,6625,4964,3504,3578,2754,4256,2158,3962,2877,3575,2810,3690,2770,4050,3371,4810,4238,7055,4779,6646,5455,2922,5885,1612,3618,1078,4021,554,2856,248,2479,1,0,0,0,0,0,0,0
Dec-19,경강선,1507,신둔도예촌,2,0,514,87,1571,347,4197,1735,4256,3879,3091,2680,2821,988,2262,1204,3477,1551,2571,1534,2215,1459,2515,1731,3169,2235,4985,2869,3108,3344,1315,3682,978,2441,744,2817,328,2370,152,2160,0,0,0,0,0,0,0,0
Dec-19,경강선,1508,이천,11,0,829,32,2863,969,7161,4742,7830,8071,6183,4398,6070,3458,5443,4398,5120,4110,5543,4477,4822,4632,5228,5330,6203,6645,6270,7351,7914,8439,4389,7846,3331,6608,3138,4074,1756,5491,588,2805,0,1081,0,0,0,0,0,0
Dec-19,경강선,1509,부발,1,0,584,16,2109,1222,4883,3924,4990,5738,4093,1946,3684,1569,3295,1758,3917,1694,3069,2108,2977,2249,3827,2390,4889,3302,6440,4386,6335,4192,2328,5041,2186,3814,1612,3462,1033,3610,428,2772,2,1664,0,0,0,0,0,0
Dec-19,경강선,1510,세종대왕릉,1,1,180,21,365,56,964,429,1157,534,917,356,850,320,672,492,578,456,593,337,575,628,602,650,591,747,677,737,683,736,211,1110,167,531,118,519,57,281,22,422,1,131,0,0,0,0,0,0
Dec-19,경강선,1511,여주,10,0,1162,6,2557,486,6061,2059,6154,3645,5005,5624,5092,2762,4517,3409,4687,3940,4552,3382,5350,3669,5795,3984,5971,5466,5036,4907,3655,5047,2697,6973,1938,4994,1378,3051,797,3091,245,3078,3,1330,0,0,0,0,0,0
Dec-19,5호선,2511,방화,2,0,5265,3,10576,3366,30841,5757,28947,16275,16639,8171,14130,6432,13565,6440,13542,8154,13009,9206,10851,10002,12125,11923,14063,14094,13135,15873,12929,21278,6217,22125,4560,15358,3834,13905,2764,14319,1233,9862,270,3761,6,478,0,11,0,0
Dec-19,5호선,2512,개화산,3,0,3981,197,7070,4571,21863,6254,21259,18864,12093,6835,8827,5436,8835,5696,8813,6952,9278,7002,8371,8007,8627,8248,9476,10120,13564,11204,17064,16490,7203,15049,4806,10124,3911,10192,3826,10107,1044,6223,182,2598,2,186,0,12,0,0
Dec-19,5호선,2513,김포공항,1,0,627,2783,1889,10581,6164,15998,8336,20863,9038,14188,8073,15781,10948,18109,12314,20112,15408,20906,18735,20126,21098,19250,20820,19468,26114,19838,35143,19266,22576,12935,19386,6136,16902,3860,15571,2747,6388,1633,450,798,12,90,0,9,0,0
Dec-19,5호선,2514,송정,71,1,4484,1497,8731,5728,23231,7982,25955,14316,17029,9132,14234,8043,13081,8527,12667,9504,12117,10176,12126,10917,12407,12259,14878,14727,16640,17413,18024,22653,10080,20188,7831,13979,7299,12521,6079,12733,3453,8895,465,2926,15,101,0,21,0,0
Dec-19,5호선,2515,마곡,2,0,2155,1660,5924,6697,22770,8976,23848,29758,11974,14989,9260,7214,8443,5772,8730,6649,8963,7862,9216,7815,10707,8652,14773,10083,20784,11903,24108,17705,10253,15659,7008,9383,5920,8809,4050,9365,2183,6377,335,2667,1,65,0,10,0,0
Dec-19,5호선,2516,발산,0,0,3663,2422,9530,15860,28147,30324,31790,94274,18535,55814,18379,29869,21856,31743,26417,32263,30523,33163,33692,30398,40722,28953,46450,33698,63511,41662,79727,59843,42061,44688,36801,22642,37960,18247,31961,15900,13878,10050,1837,3866,32,134,1,0,0,0
Dec-19,5호선,2517,우장산,0,0,6147,1068,20908,4922,58546,16900,65862,26723,37304,16363,29894,14893,29653,15691,31145,17819,28833,21851,24513,24746,26933,28134,31259,31443,28309,37540,23717,55632,13931,49463,10699,31074,9666,28998,7385,30475,3189,20623,500,5902,10,127,0,0,0,0
Dec-19,5호선,2518,화곡,121,0,22822,1767,40902,10600,122316,14950,161622,31812,82344,29583,54302,21744,50310,24736,49890,27573,48401,31615,42143,35751,40769,43934,44244,56263,47418,71976,47514,123443,28667,104602,21019,68688,19049,61362,15467,60526,7191,39404,978,11996,44,423,0,3,0,0
Dec-19,5호선,2519,까치산,128,0,24107,1407,42607,10375,135350,12610,171050,23533,89923,20918,57135,21422,50558,24038,51725,29155,48049,33670,41371,38488,39210,49866,41682,62897,41748,76246,40032,122578,24948,113260,19588,73673,16260,69943,14072,64829,7231,44023,1231,13389,75,906,1,1,0,0
Dec-19,5호선,2520,신정(은행정),31,0,11446,833,21872,5024,65718,8135,87881,14506,42865,9972,25413,8703,20784,9314,21005,10818,19638,12003,16144,13250,15239,18611,17192,21925,19651,28313,19805,43574,10679,37611,7474,25197,6599,24555,5503,24596,1993,17621,368,5275,10,116,0,0,0,0
Dec-19,5호선,2521,목동,0,0,7903,1466,20457,7259,65391,12106,84135,30779,41908,25756,30658,19495,29139,18398,30164,21258,29524,26051,26659,28064,27765,32525,31033,38240,35052,49990,37106,83538,20142,67405,16261,39429,15759,37286,15115,36796,6771,25263,1111,7823,30,165,0,0,0,0
Dec-19,5호선,2522,오목교(목동운동장앞),26,1,4838,1826,14776,9752,50515,24151,67433,82262,36759,62287,29457,39680,30963,40301,36052,42663,38215,46984,40249,45540,45943,46746,53336,53554,61025,64989,86047,93451,47945,64956,50553,35389,40928,31384,35620,31751,13358,20215,1781,6204,26,180,0,0,0,0
Dec-19,5호선,2523,양평,0,0,2343,780,6243,3531,21569,8174,28211,38769,12241,15992,8475,6821,7778,6532,8521,6560,9082,7332,8389,7226,9163,7982,10442,9467,15925,12340,32371,21275,11047,15682,7467,9681,6084,9690,4512,10297,2045,6762,234,2217,9,58,0,0,0,0
Dec-19,5호선,2524,영등포구청,1,0,1061,523,2175,1847,7207,4361,11432,21306,5543,11109,4216,5313,4797,4756,5013,4220,5526,5214,5438,5065,6103,5516,6984,5596,8919,6655,17139,10729,7424,6313,4321,4148,4006,4140,3116,3951,1487,2579,279,710,10,19,0,0,0,0
Dec-19,5호선,2525,영등포시장,5,1,3135,986,5149,6121,17596,12219,27831,38525,13221,23071,11140,18326,11817,18694,14147,21912,15710,26427,17337,22316,21885,19414,27448,18479,32954,20980,40331,30477,19193,18840,15694,11518,13212,11103,10106,10337,4665,7300,726,1917,17,73,0,0,0,0
Dec-19,5호선,2526,신길,47,0,2165,543,3244,2693,10144,4881,17720,16885,7666,7527,4986,3194,4123,3261,4459,3596,4770,4363,3770,4128,4264,4622,5506,5414,7681,8900,13625,14362,4928,8938,3149,6750,3252,7468,2315,8017,1366,5460,209,1379,6,74,0,0,0,0
Dec-19,5호선,2527,여의도,4,0,2329,2625,4362,27340,9792,125185,15000,226027,12933,77326,13599,30720,20740,31319,20717,29316,26583,32280,29749,25687,36642,25487,47407,27088,115018,33148,177148,44431,63902,21532,47283,11711,50282,9854,36983,9014,13370,5691,1877,3623,25,78,0,95,0,0
Dec-19,5호선,2528,여의나루,0,0,941,1408,2574,12933,5110,27381,9237,59531,6821,17309,5660,9878,6950,9154,9134,9854,8961,9896,11200,10403,13982,10341,20342,12461,35747,14633,47351,17626,18466,10871,13479,6960,16126,4655,9944,3996,2877,2641,369,1028,99,44,0,7,0,0
Dec-19,5호선,2529,마포,15,0,2745,1094,7856,7514,24889,22191,40833,75635,21649,39686,17628,18987,18509,19424,19507,17127,22280,18877,21520,18088,22417,19307,25066,24373,36516,34757,63142,56292,26346,32576,22395,17996,27135,16689,21691,15725,11153,10629,1523,3348,22,200,0,11,0,0
Dec-19,5호선,2530,공덕,10,0,2240,814,5287,8016,19111,28824,32522,92643,16683,42312,13756,19946,17529,20166,19102,18910,21836,18701,22041,17821,22584,18425,27372,21987,41818,31855,72952,54071,28242,28701,22696,15586,25464,14460,21864,13558,10148,9431,1498,2863,33,130,0,7,0,0
Dec-19,5호선,2531,애오개,10,0,2184,447,5357,3498,18416,8874,29762,32302,14258,14426,10543,9664,11035,7925,11460,8128,12839,9642,11634,10020,12554,10871,12310,11961,16777,15169,26197,24048,9811,16018,7174,10647,6044,10206,4883,10991,2003,6985,269,3767,13,580,0,15,0,0
Dec-19,5호선,2532,충정로(경기대입구),11,0,1276,332,2088,2380,5249,6174,7777,39923,5144,19360,7842,8300,6334,5673,7514,4431,7559,5272,6633,5708,7459,5188,7946,5394,12709,6537,32920,9882,9703,6230,7119,4527,5908,4472,4188,4588,1780,3097,332,861,15,115,0,0,0,0
Dec-19,5호선,2533,서대문,10,0,2766,1614,6505,22895,17451,51157,24843,160422,18160,53545,18733,28625,25020,23976,25708,22794,25635,29248,28552,24438,33612,21007,45828,20363,62670,25445,115503,33372,35249,20397,28405,12752,28231,12710,20563,11888,9261,7281,1158,2533,19,192,0,0,0,0
Dec-19,5호선,2534,광화문(세종문화회관),2,0,1160,716,3493,25929,9962,78496,15387,298650,15133,131507,18739,72406,33460,73525,38683,70455,53878,78110,63291,67324,81645,53954,96655,57414,131554,71167,241016,85345,105022,45463,88517,20273,99949,13815,73442,10531,27667,6010,8005,1633,1028,51,0,0,0,0
Dec-19,5호선,2535,종로3가,13,3,1796,528,2535,5661,4018,13675,5911,46105,7140,41601,9926,34803,15083,41721,21870,44188,28432,42252,35060,38597,41335,34550,47851,34160,55405,35930,71135,41211,46285,23684,39809,11693,43598,8920,39509,7941,18417,5447,3052,1903,186,145,0,3,0,0
Dec-19,5호선,2536,을지로4가,2,0,443,364,703,5116,1337,14639,2091,44640,2733,21394,3899,13708,5551,12203,6379,11621,8508,11259,10655,10071,12301,9267,14154,7863,22797,7059,35681,6777,17897,3558,10206,2028,8504,1611,6027,1330,2938,945,463,353,14,20,0,0,0,0
Dec-19,5호선,2537,동대문역사문화공원,1,0,267,341,660,3075,1132,8658,1819,35394,2332,12160,2977,4445,3671,4106,2844,3858,2764,4120,3304,3652,4393,3356,5010,3367,11286,4112,22341,4637,9194,2851,5113,1922,4476,1896,3390,2057,1460,1456,297,459,11,50,0,0,0,0
Dec-19,5호선,2538,청구,3,0,1478,276,2933,1940,6732,3995,12585,15331,8418,9291,6175,4460,7113,4250,6430,4614,6919,5010,6689,5341,6648,6045,8028,6735,9469,7828,13954,11233,8876,8827,5487,5673,4761,5483,3821,5643,1757,3947,346,1227,22,51,0,0,0,0
Dec-19,5호선,2539,신금호,13,0,2709,430,6537,2968,21671,9705,32151,13281,17265,8312,11498,6765,10954,6333,11888,7653,10627,9253,9765,9487,9995,11564,13569,13142,11989,16982,11907,26097,7471,18814,5723,12082,4525,11868,3916,12195,1720,8256,314,2983,22,77,0,0,0,0
Dec-19,5호선,2540,행당,13,0,4251,875,11329,2704,32867,5273,51432,9060,25327,7077,16253,6218,14691,7382,14284,8711,13463,10313,11814,11036,11417,13434,12227,16443,13301,20142,12795,32920,7362,24112,5675,15694,4673,15672,4000,16167,1577,9545,287,3346,24,55,0,0,0,0
Dec-19,5호선,2541,왕십리(성동구청),49,1,1982,400,2465,2622,6144,5491,10165,19832,6063,10965,5444,7607,6115,8651,7321,9937,8128,10362,8648,10081,9658,10216,11041,11880,12962,14745,16506,21679,10222,13253,9423,7322,11097,6383,8891,5996,4500,3820,739,2713,38,477,0,120,0,0
Dec-19,5호선,2542,마장,2,0,2845,749,5646,4124,15887,7578,23395,18266,13102,12438,10197,10536,10239,9858,11729,10192,11248,9981,11624,9124,11975,9715,13018,11471,14418,15297,14945,21872,9730,15411,7916,9149,7480,8658,6345,8597,2275,5770,318,1804,9,115,0,1,0,0
Dec-19,5호선,2543,답십리,16,1,8464,1102,17446,7250,56146,13563,84510,37656,40304,19527,25960,15150,23156,15665,24345,16931,24929,19047,22680,19961,22982,23153,25412,28457,32059,36172,39136,58096,21334,46179,13953,27268,12555,27356,9598,27810,4774,18852,730,5639,49,333,0,23,0,0
Dec-19,5호선,2544,장한평,28,0,6756,1054,16476,11657,49069,21917,73929,69944,39550,32242,26660,21703,24049,23138,25799,25772,26361,30018,25578,26806,29439,26856,38033,31715,45785,40082,68357,62149,35927,48127,17888,29821,15828,28178,12855,27268,6377,18537,807,5908,14,479,0,6,0,0
Dec-19,5호선,2545,군자(능동),46,0,7283,748,11311,6054,33784,7334,53967,23304,23732,17692,15373,12801,14901,13288,16340,14517,17293,16387,15805,17715,15758,20621,18802,24161,22352,33650,26558,53883,16775,40088,12987,23410,13481,22018,12557,22763,6664,15688,1230,7300,63,1906,0,37,0,0
Dec-19,5호선,2546,아차산(어린이대공원후문),4,0,8636,1510,15559,5719,44981,11783,67793,27422,34525,18413,24558,17883,24009,18394,26510,20269,27966,21906,26154,21887,25990,25092,29149,30027,29793,38534,28387,56049,17911,42998,15174,27142,14205,25403,10629,25091,3953,16090,621,4877,9,192,0,0,0,0
Dec-19,5호선,2547,광나루(장신대),5,0,4953,1808,15674,7828,41862,14391,54290,34977,32605,21681,23871,18664,23429,16583,23601,18217,24029,19822,23290,19309,24477,21794,27917,26650,30383,30375,36456,43520,18395,32875,14605,21834,15812,21805,13546,20653,5047,13814,653,3850,163,134,0,0,0,0
Dec-19,5호선,2548,천호(풍납토성),48,2,7682,1653,11284,12082,29140,19791,37822,37373,26075,40631,24985,30972,29402,34597,34472,35527,37195,39640,38599,39681,43985,42192,49825,45352,55681,54233,63678,70009,43706,54553,40864,31566,31390,29130,26960,26844,12891,17313,2082,6108,94,237,0,26,0,0
Dec-19,5호선,2549,강동,34,0,12040,1310,22249,12128,65635,25745,85831,42182,48545,27749,35313,21772,33412,21298,34690,23006,33038,26425,31193,28144,33023,30669,37336,35300,50640,42383,52167,58013,27743,48888,19522,32550,16909,31567,12795,33075,5477,22459,840,9766,23,224,0,36,0,0
Dec-19,5호선,2550,길동,23,0,4276,437,8540,3701,22275,5774,29122,15807,16338,11954,13707,10326,13795,10180,14107,11225,14573,12664,13525,13225,13497,15265,14183,18327,16233,21496,16338,27916,9098,25834,7698,14108,6428,13250,5330,11856,2247,8164,291,2905,4,56,0,21,0,0
Dec-19,5호선,2551,굽은다리(강동구민회관앞),2,0,6323,466,12530,2895,37717,5607,43161,13520,24103,10567,17260,9583,16721,10389,18425,11728,17773,13196,15516,14330,15379,16709,16486,20562,17647,25527,17552,33080,9844,33709,8636,18648,8170,18411,6472,19315,2140,12401,438,4376,12,46,0,28,0,0
Dec-19,5호선,2552,명일,6,0,4423,533,13191,2899,39083,6329,39731,11880,21243,9789,18016,9777,16773,9928,18786,10815,16685,12659,13915,13742,14011,16580,15882,19755,15855,23918,13396,35488,7282,34901,5788,18418,5882,18005,3840,19127,1536,11687,367,4033,22,104,0,25,0,0
Dec-19,5호선,2553,고덕,3,0,3522,1197,12400,5308,34601,13949,33487,17385,19705,13867,17979,12286,18036,12343,19451,12596,17771,15824,17184,15813,20188,15895,23488,17786,22457,19374,17249,33616,9580,29802,7473,17875,7324,15991,6417,15613,2247,10935,331,3473,3,587,0,17,0,0
Dec-19,5호선,2554,상일동,10,0,7048,1503,23886,14793,89589,14558,71007,19551,36720,10887,26680,8725,22646,10077,21556,12468,20951,14326,18388,15708,19844,19168,29357,23371,34519,28915,23581,45973,10321,49693,6626,30006,5103,27468,3293,25514,1249,21508,175,5115,4,1899,1,46,0,0
Dec-19,5호선,2555,둔촌동,2,0,3805,478,9078,5262,25255,9409,30792,22218,17837,14804,13610,11430,13870,11857,14903,12826,16103,14747,15875,14724,16108,16466,17673,19343,20974,23739,22750,33181,12820,24930,10032,15220,10325,12805,7856,13332,3003,9009,428,1926,26,84,0,0,0,0
Dec-19,5호선,2556,올림픽공원(한국체대),301,6,2609,964,4941,4275,12255,7035,13783,11358,9776,7263,8211,5976,8675,5930,8037,6306,8007,8296,8178,8872,9491,10648,11048,12166,11644,12987,10873,12064,7031,9732,5207,6740,8714,7157,7409,6687,2034,5120,114,1122,42,66,0,0,0,0
Dec-19,5호선,2557,방이,0,0,2707,877,7159,3541,19889,8732,20706,24691,13924,14385,11332,9803,11209,8829,12190,10843,12497,12538,11587,11953,13253,13486,14218,16671,16673,20616,22396,24423,12063,21201,10311,11462,12243,11283,12990,9777,3189,7444,375,2430,17,79,0,0,0,0
Dec-19,5호선,2558,오금,1,0,1068,520,3076,2373,9657,8120,10316,20889,6632,7268,5253,4376,5458,3434,5750,3990,6189,4522,5573,4435,6300,5170,7673,5503,9106,6944,15064,8409,5403,7860,3919,4555,3233,4470,2708,5198,991,3883,148,1442,11,54,0,0,0,0
Dec-19,5호선,2559,개롱,0,0,3732,958,7902,3244,28491,8724,27539,18225,16174,9549,13103,7348,12178,7031,12528,8819,11508,9947,10002,10348,11279,12515,12688,14496,14362,17762,15772,23211,7353,22072,5751,12715,5274,12674,3939,14359,1465,8501,148,3419,6,66,0,0,0,0
Dec-19,5호선,2560,거여,0,0,4776,753,9857,6205,35892,7420,34190,17891,19389,9274,14587,7349,13187,7154,13649,9204,13331,10150,11212,10689,12029,13227,15691,15465,16726,18515,15301,24730,7223,22963,5601,14151,4990,13569,3621,14183,1272,8499,240,3389,5,80,0,0,0,0
Dec-19,5호선,2561,마천,2,0,5796,229,8767,5144,23872,4029,23838,10045,13406,7327,9521,6698,9004,5901,9768,6769,8874,6955,7869,8153,7780,9886,9688,11506,10639,14156,8785,17079,4114,16617,3104,10200,2511,9655,1611,9514,660,6689,143,2939,2,97,0,0,0,0
Dec-19,6호선,2611,응암,12,0,10854,1464,23728,6869,71296,10386,96537,18670,50817,14511,32776,14125,30908,16686,31150,19326,30657,21953,26810,23693,25795,30801,28116,37496,28972,46118,26830,72583,16239,68165,12245,40455,10930,38024,8703,37902,4287,27420,736,9564,16,214,0,2,0,0
Dec-19,6호선,2612,역촌,3,0,2065,335,5438,2045,16129,3033,18784,8449,10650,4928,7254,4958,6675,4866,7469,5963,7779,6336,6884,6522,6244,6720,6260,9219,6899,10845,6540,16333,3769,14814,2801,8618,2488,8271,1834,8249,902,6712,113,2137,7,40,0,0,0,0
Dec-19,6호선,2613,불광,23,0,1440,310,3372,2033,10789,3305,13365,7949,7122,7760,6314,6769,7375,7591,8462,8384,9817,9123,10913,9364,11852,9636,13646,10980,13463,12200,12945,17427,8708,13714,7206,7838,7099,6450,4783,7142,1930,5396,332,1732,7,37,0,0,0,0
Dec-19,6호선,2614,독바위,0,0,2335,165,4658,1313,13954,1887,15005,2981,8313,3438,5500,3850,4978,3348,4896,3216,4860,3629,4088,3946,4154,4888,4592,5922,4079,7532,3490,11147,2239,11012,1347,6794,1191,6771,902,6920,490,4969,126,2039,2,41,0,0,0,0
Dec-19,6호선,2615,연신내,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3,0,4,0,3,0,0,0,2,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
Dec-19,6호선,2616,구산,1,0,5323,179,10858,2367,29063,7622,37939,7833,21502,6242,15313,6123,14155,7044,15109,7740,13434,8348,11793,9736,12731,10615,14165,14136,12788,15320,11176,20562,7029,20606,5088,11768,4690,10158,4198,10266,1651,7342,310,2746,5,47,0,7,0,0
Dec-19,6호선,2617,새절(신사),0,0,9988,828,20119,4746,55775,9291,72095,17051,36813,14626,25659,11230,23274,12602,23792,14814,22682,17266,19882,18509,19877,21986,23236,27789,22621,34708,20083,51245,13059,44142,9415,30039,8707,26651,6696,28528,3074,19523,632,6003,10,1916,0,72,0,0
Dec-19,6호선,2618,증산(명지대앞),22,0,7268,711,14774,3794,40540,5967,54074,12126,30116,9337,20757,9451,18054,9306,18578,11679,17654,12533,15354,14640,14696,17455,16344,23356,17310,26306,16781,40044,9833,35526,7639,23161,6223,21539,5126,22815,2590,15284,493,4674,20,871,0,12,0,0
Dec-19,6호선,2619,디지털미디어시티,75,4,5676,2539,13454,10937,43069,28698,52386,77491,28549,34011,19116,14462,17232,12558,17641,13567,16521,14930,15700,15406,17653,17661,21523,21772,34382,27974,54441,41842,24213,33820,12668,21155,11492,21725,9176,21245,4560,14786,1082,6121,32,646,0,19,0,0
Dec-19,6호선,2620,월드컵경기장(성산),1,0,1147,1022,2591,2650,8865,4831,11766,11030,7026,9193,6238,9053,8170,10220,8953,11698,9886,13318,11531,13365,13735,13113,15420,11556,14540,11813,13378,14075,7550,11336,6334,6834,6680,6214,5847,5163,2091,3379,482,1060,8,52,0,4,0,0
Dec-19,6호선,2621,마포구청,23,3,6607,2003,13729,7765,39913,14545,58266,38733,36716,20817,25603,14445,23528,14015,23942,17579,23673,19123,21335,18634,22831,21415,25276,24580,29147,28228,40701,40643,20285,33118,13636,23840,14468,22285,11400,22027,5253,16457,844,5005,23,193,0,6,0,0
Dec-19,6호선,2622,망원,5,0,5453,1107,9876,4930,27811,8471,43030,33082,28034,31307,20744,22101,20839,22380,23402,29254,25153,30101,24363,31826,26225,31261,29144,38393,32533,39989,40576,53414,27800,41826,22012,22858,21921,19392,19946,19183,10187,14136,1777,3819,27,105,0,0,0,0
Dec-19,6호선,2623,합정,22,1,3918,1350,6604,7883,14842,16308,24381,46262,18073,26253,15241,19562,16236,20417,19508,23334,21378,24674,22884,24306,25757,23816,29822,28840,36762,35399,52900,50171,34362,34997,30396,18597,37312,15555,35963,15563,19976,12139,3604,3968,191,114,0,7,0,0
Dec-19,6호선,2624,상수,14,0,3765,1057,5853,3705,10360,6841,16166,28648,11148,27023,9080,21487,10100,21984,12879,23541,15821,27292,16136,22250,18502,23291,22421,25966,26976,33726,34756,44008,24627,33263,23380,18083,28953,14822,30821,12713,21301,10146,3863,3159,122,112,0,7,0,0
Dec-19,6호선,2625,광흥창(서강),2,0,2843,1447,6916,5367,18647,16225,27741,41658,18272,23343,14407,14222,15878,11912,18062,12285,15755,12724,14958,12541,15992,14152,18339,15725,23420,17882,33649,24310,16546,18535,11354,12225,10879,11943,8263,11687,3739,8317,493,2620,48,62,0,3,0,0
Dec-19,6호선,2626,대흥(서강대앞),13,0,2353,1118,5261,4215,14156,12999,22507,40584,15062,21378,11466,18795,12468,14069,14447,15336,16185,15725,15326,14781,16165,13954,20118,16867,25075,18474,30944,25857,15323,18080,12183,10956,13177,10147,12929,10336,6446,8134,994,2468,21,123,0,3,0,0
